,age,height_cm,weight_kgs,positions,potential,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
2534,25,154.94,78.9,111,72,1,4,3,9,65,50,66,65,58,67,63,61,63,68,64,54,61,62,55,68,57,62,66,68,66,65,60,64,49,58,63,67,64
16305,27,182.88,71.2,150,74,1,3,2,3,71,55,69,72,61,71,62,42,74,73,77,71,61,81,62,64,63,85,71,52,67,67,66,76,42,81,74,77,64
4475,18,152.4,72.1,265,74,1,3,2,3,44,49,44,58,42,57,50,44,52,63,69,70,58,50,56,52,61,64,54,53,57,48,47,56,42,50,46,51,56
3833,21,185.42,78.9,328,75,1,3,2,6,60,31,58,39,30,55,34,30,34,51,68,73,65,51,60,31,62,68,70,24,54,66,44,50,40,57,65,61,55
4745,25,170.18,69.9,0,56,1,3,2,6,42,48,48,62,29,50,31,34,55,55,58,57,58,45,53,42,56,44,49,27,52,49,33,52,41,41,44,44,50
2796,28,175.26,68.9,454,65,1,3,3,3,67,34,49,68,60,67,53,39,53,67,73,71,80,64,80,65,63,59,43,58,41,27,64,70,56,58,25,31,36
13765,35,182.88,77.1,104,69,1,3,2,3,39,22,72,54,43,32,22,27,52,57,54,59,63,62,58,37,72,52,70,23,75,76,48,52,34,53,64,66,67
5230,20,182.88,78.9,328,68,1,2,2,3,43,28,40,39,22,54,25,29,23,38,72,66,63,46,58,24,60,65,64,25,53,47,39,33,32,34,57,56,53
9098,23,167.64,66.2,634,67,1,2,2,3,54,32,51,63,36,63,53,38,48,56,69,70,69,59,85,58,68,75,61,49,66,66,55,51,51,53,61,60,59
14999,26,152.4,73.9,644,72,1,2,3,3,66,70,72,66,68,72,66,46,54,71,78,79,71,71,73,72,78,76,70,66,67,25,71,66,65,69,35,53,32
41,25,172.72,74.8,0,88,3,3,4,9,83,82,49,83,77,90,81,79,75,89,79,79,84,80,91,84,69,77,82,82,73,28,81,81,76,89,31,37,25
17952,21,175.26,64.9,845,71,1,4,3,3,42,60,55,49,49,57,47,39,37,56,84,86,65,53,73,56,58,58,49,58,38,15,54,52,50,53,16,18,17
13293,30,152.4,78.9,615,69,1,4,3,6,68,63,64,65,58,70,67,46,59,71,90,82,78,72,75,80,85,73,71,72,61,74,59,64,70,67,63,62,55
2578,22,187.96,81.2,823,77,1,3,2,6,64,66,68,61,51,60,38,34,55,67,73,61,58,63,63,64,67,70,67,57,46,29,66,55,66,59,28,35,34
2444,25,185.42,84.8,111,71,1,3,2,6,36,44,62,67,35,49,38,33,62,62,52,61,57,61,55,48,70,70,72,40,59,59,35,41,38,58,66,69,68
1397,31,154.94,71.2,93,70,1,4,3,3,71,61,61,67,72,77,45,55,56,71,71,72,83,66,81,71,54,62,61,67,45,34,61,71,66,62,10,24,23
862,24,175.26,72.1,454,77,1,3,4,6,71,66,50,68,62,83,78,67,54,77,87,85,86,67,80,77,33,73,55,63,61,38,61,60,56,67,30,33,24
4862,18,185.42,82.1,327,66,1,3,1,6,13,7,14,21,8,14,10,12,22,10,15,23,23,38,36,15,49,16,57,5,26,11,4,30,18,34,12,13,11
7960,26,152.4,69.9,355,64,1,2,2,6,63,39,60,59,33,63,45,54,49,52,70,75,65,53,66,59,71,73,69,36,61,54,53,41,36,54,59,61,57
11638,32,193.04,87.1,145,67,1,2,2,6,54,46,72,68,44,56,43,57,66,64,50,55,34,66,35,54,86,57,90,56,62,70,62,54,49,63,58,69,65
12416,20,185.42,79.8,105,80,1,3,2,3,44,59,68,69,34,64,51,35,67,64,73,70,65,68,71,69,77,70,71,58,69,67,54,65,32,61,60,67,65
15881,33,190.5,86.2,327,73,2,4,1,9,14,19,18,25,13,17,18,16,17,20,33,37,38,71,42,22,72,28,70,20,23,19,11,44,20,38,10,15,20
2136,26,152.4,67.1,824,70,1,3,3,6,59,64,65,62,60,65,59,54,54,66,69,73,72,66,63,65,85,82,67,63,47,29,73,65,62,67,23,24,22
351,30,190.5,83.0,104,76,2,2,2,6,23,26,77,68,21,39,49,40,58,65,47,50,48,71,48,27,76,65,78,29,79,76,36,44,42,71,76,78,77
11896,29,175.26,72.1,644,67,1,4,3,6,61,67,46,69,50,67,52,54,59,67,66,67,77,67,67,62,46,69,71,57,49,40,69,64,57,51,35,37,34
17578,33,152.4,72.1,330,80,2,3,3,3,76,55,72,77,58,73,74,52,61,77,72,67,70,82,73,74,74,72,65,61,77,81,66,66,61,76,80,83,81
14935,32,185.42,84.8,823,71,2,2,3,6,44,70,72,56,68,63,66,55,39,66,68,75,64,68,62,79,84,77,82,63,74,42,68,51,70,66,42,42,32
3579,27,154.94,73.9,104,64,1,3,2,6,29,25,57,59,23,30,26,21,28,58,64,63,52,58,62,38,68,65,55,22,58,62,30,39,40,57,59,66,63
10909,23,170.18,71.2,830,74,1,2,3,6,38,65,55,71,48,70,51,42,56,63,73,69,71,62,79,61,61,56,71,64,60,20,67,62,68,63,38,23,15
10525,34,152.4,72.1,136,65,1,2,2,3,60,43,59,63,40,55,55,39,54,59,54,58,67,68,70,47,75,65,61,41,67,69,53,56,58,63,66,64,62
11899,23,190.5,83.0,104,78,1,2,2,3,27,16,75,60,23,32,21,26,35,41,53,37,47,66,43,37,42,58,91,23,52,73,26,28,40,53,65,67,60
9522,25,182.88,77.1,227,67,1,3,3,6,64,59,52,65,42,65,61,54,62,66,74,72,77,58,78,63,86,77,70,67,64,60,54,63,56,63,57,58,57
566,29,182.88,76.2,104,74,2,3,2,6,57,44,71,70,14,48,40,32,58,68,40,54,55,70,57,45,80,63,78,15,80,74,26,40,37,66,72,75,72
8369,24,185.42,72.1,116,70,1,2,2,6,36,23,62,58,23,45,23,21,52,51,60,62,65,53,59,35,71,74,73,26,58,57,22,40,35,52,59,64,62
8481,18,187.96,79.8,104,76,1,2,2,6,23,36,61,57,28,31,27,22,50,47,66,56,40,52,51,50,70,67,74,45,53,61,21,31,38,53,60,66,61
8213,21,152.4,64.0,823,73,1,3,3,3,47,66,53,58,52,63,49,46,42,64,82,81,68,52,70,56,62,57,57,58,47,17,57,58,63,53,23,19,18
1580,31,182.88,74.8,823,69,1,3,2,9,40,72,73,62,62,59,62,45,52,69,56,55,71,60,56,70,82,62,81,65,52,20,73,55,72,66,45,18,13
2150,28,182.88,77.1,105,68,1,4,2,6,41,22,61,58,13,46,44,48,54,54,63,58,65,64,61,55,82,68,72,21,69,70,28,39,42,59,62,68,67
12247,27,175.26,71.2,649,67,1,3,3,6,67,60,35,66,59,68,68,67,56,65,83,76,85,61,88,69,71,70,39,63,59,18,60,52,50,57,39,28,21
6061,19,172.72,73.9,227,70,1,2,2,6,40,38,55,62,35,54,53,45,59,60,63,60,72,58,75,51,59,61,52,47,65,53,31,54,51,41,46,61,58
9148,25,175.26,69.9,227,67,1,4,3,3,62,56,45,66,51,65,71,68,59,66,70,69,91,63,89,68,80,64,49,62,46,52,59,62,66,58,46,55,59
4140,27,182.88,81.2,823,60,1,3,2,6,50,57,49,44,63,54,55,42,35,59,68,66,68,69,55,55,61,73,67,45,68,20,62,54,62,41,30,18,16
15853,25,190.5,88.0,327,76,1,3,1,6,13,11,13,30,13,19,15,14,42,23,46,44,38,70,53,25,64,22,60,16,25,20,7,38,20,56,8,20,18
1305,30,154.94,78.9,634,71,1,3,3,6,72,51,64,70,51,63,51,62,64,68,67,65,63,70,65,73,71,78,74,65,63,70,55,55,47,62,73,72,70
11566,22,152.4,68.0,454,73,1,3,3,3,66,48,33,61,54,76,38,60,58,71,79,76,84,58,80,68,76,53,46,57,38,13,58,57,51,62,15,26,11
6630,26,172.72,67.1,227,61,1,3,2,3,52,45,42,63,47,54,39,48,60,56,68,67,78,62,79,52,56,74,42,39,55,48,53,48,46,42,53,63,52
10423,31,182.88,76.2,104,65,1,3,2,6,28,43,67,37,49,45,22,27,21,53,62,62,65,57,57,51,75,55,73,34,71,66,29,32,38,56,60,66,63
13033,25,193.04,82.1,327,72,1,3,1,6,7,15,13,27,13,17,17,20,19,25,29,31,39,65,36,20,52,20,58,13,22,16,6,48,18,27,14,24,21
17825,28,187.96,78.9,104,85,2,3,2,3,35,34,85,72,27,47,34,28,69,68,55,61,61,82,49,43,87,58,77,31,83,84,29,41,37,75,86,83,83
14462,31,152.4,76.2,327,70,1,3,1,6,11,7,7,18,6,7,11,10,15,8,52,58,66,71,65,14,74,34,58,6,35,11,11,51,14,60,7,10,11
2616,30,187.96,81.2,228,66,1,4,3,6,63,70,53,71,59,68,63,58,70,63,55,41,54,61,41,70,34,60,76,66,45,53,68,69,70,58,41,49,41
1035,24,175.26,60.8,434,78,1,3,3,3,71,62,39,68,49,77,64,64,59,74,90,90,79,58,90,60,48,69,37,46,43,34,60,62,56,67,40,42,45
3986,25,185.42,73.9,127,65,1,2,2,6,31,20,42,54,22,45,27,23,48,54,63,61,40,63,55,39,76,65,68,21,55,64,30,35,35,59,55,63,63
10955,23,182.88,71.2,675,73,1,3,3,3,69,36,50,64,50,69,61,56,58,67,79,85,70,61,73,57,60,65,65,57,59,56,58,61,53,57,54,64,60
13748,27,187.96,83.9,104,71,1,2,2,6,38,19,67,59,27,44,26,28,44,53,69,76,58,67,60,49,86,68,77,22,69,66,34,31,50,63,69,71,64
326,28,154.94,76.2,247,77,2,3,3,6,72,61,74,80,56,75,68,46,79,76,68,73,73,76,72,69,85,84,77,65,75,73,70,76,66,76,74,78,71
1984,30,185.42,76.2,149,68,1,2,3,6,62,38,47,67,58,59,63,44,63,63,67,68,59,68,55,71,81,80,84,71,70,68,57,45,43,65,65,70,64
9710,19,182.88,76.2,227,75,1,3,2,3,46,36,54,69,48,58,42,44,70,65,68,67,62,55,67,67,71,67,65,50,64,51,64,67,56,55,58,56,63
17751,29,170.18,64.0,15,82,2,4,4,6,75,78,41,84,65,84,80,76,78,82,86,76,89,81,92,70,88,79,67,79,56,73,72,84,74,80,56,68,55
54,27,172.72,69.9,780,83,2,4,4,6,83,72,56,83,58,82,82,71,75,82,86,82,86,85,84,80,68,90,57,76,72,62,82,83,56,75,62,62,61
5466,18,172.72,58.1,572,66,1,2,2,3,53,40,52,54,34,54,43,38,51,50,64,59,59,46,66,51,56,52,40,46,44,50,49,48,42,46,52,53,53
12335,36,187.96,92.1,327,67,1,3,1,9,13,11,11,11,14,13,14,16,30,22,32,50,41,65,61,21,56,30,64,12,34,17,19,55,17,65,22,20,13
5665,22,154.94,72.1,104,64,1,3,2,3,20,18,49,28,22,27,27,21,26,25,59,51,43,49,50,30,72,55,81,22,43,47,28,25,34,44,66,53,51
3184,36,185.42,83.0,327,64,1,3,1,6,15,17,14,27,11,18,17,12,27,23,57,57,65,64,56,23,70,28,69,16,29,14,11,37,24,44,19,13,12
11244,22,187.96,76.2,366,77,1,3,2,3,72,31,58,62,35,53,36,29,54,62,71,72,60,58,53,43,70,64,59,26,56,59,43,43,44,55,59,71,67
17109,25,154.94,78.0,823,81,2,3,3,6,62,75,76,67,74,72,58,55,53,75,78,75,78,83,69,77,78,86,74,72,86,51,83,67,74,85,46,52,38
2146,29,152.4,71.2,867,67,1,3,3,3,66,68,60,54,53,69,49,54,59,64,72,80,81,59,84,67,72,62,68,54,49,50,74,58,67,60,22,37,21
4125,20,175.26,74.8,328,67,1,2,2,6,52,49,52,58,37,46,38,32,50,57,71,71,68,54,74,45,70,63,58,47,51,55,52,48,42,48,56,58,57
5222,21,187.96,81.2,327,60,1,3,1,6,12,8,11,30,5,10,14,12,24,25,38,33,24,37,34,24,47,22,51,8,18,13,7,33,17,24,22,13,12
7540,18,190.5,73.0,104,77,1,3,2,3,28,29,61,41,35,28,29,33,32,43,52,61,40,57,51,42,67,47,71,29,54,62,32,31,47,45,60,62,60
735,28,175.26,69.9,150,74,1,3,3,3,62,56,42,78,51,70,77,80,77,72,55,57,58,70,71,75,57,66,59,74,68,74,35,77,63,62,71,68,67
13664,27,167.64,64.0,769,69,1,4,4,6,60,66,21,63,66,72,72,64,61,71,88,89,82,62,84,69,57,62,30,64,49,35,60,66,57,65,28,19,20
10236,22,175.26,69.9,572,72,1,3,3,3,69,49,39,64,49,66,78,73,63,67,71,73,58,60,65,44,48,62,41,65,52,62,51,52,54,59,66,65,62
17838,21,185.42,69.9,863,90,2,4,5,3,74,79,73,76,72,84,81,80,65,84,90,93,88,82,77,87,68,86,76,79,73,42,84,76,74,76,37,40,33
9377,25,154.94,71.2,856,69,1,3,3,3,60,61,52,62,55,64,62,65,45,63,79,79,74,61,63,61,67,70,66,61,56,46,63,57,52,63,42,46,54
2281,25,172.72,64.9,454,70,1,4,3,6,65,57,32,61,37,69,53,40,49,66,85,81,81,64,84,63,73,73,38,54,27,26,67,57,50,52,41,24,26
11176,26,172.72,66.2,149,70,1,3,3,3,65,53,49,70,48,66,67,52,67,68,67,64,71,65,88,64,47,67,56,52,68,62,52,61,57,66,66,66,57
720,31,182.88,76.2,328,74,1,3,2,6,75,37,64,69,33,75,63,40,52,74,73,77,68,73,61,72,72,85,76,43,74,69,70,58,45,73,68,75,71
9659,24,175.26,72.1,348,69,1,3,3,9,58,44,58,59,41,64,41,39,54,65,72,75,68,59,64,42,55,72,69,41,67,58,65,49,48,58,47,65,65
3070,22,182.88,73.9,247,75,1,4,2,3,58,62,54,65,41,61,44,39,63,67,68,65,66,61,66,56,64,74,58,54,58,55,58,66,45,56,53,58,54
3733,21,154.94,68.0,149,73,1,3,2,3,51,44,55,69,42,56,41,42,65,60,61,44,52,62,70,57,65,37,54,50,63,56,40,62,47,60,59,63,61
6932,19,185.42,76.2,823,76,1,3,2,3,53,58,51,62,53,64,52,56,45,65,73,68,67,46,64,55,53,54,61,52,35,27,55,48,49,41,22,24,26
426,27,193.04,88.0,104,77,1,2,2,6,43,34,81,66,37,49,33,40,66,54,51,55,49,76,40,65,64,62,85,30,68,81,33,47,43,75,74,81,70
4980,28,185.42,78.0,327,51,1,2,1,6,10,8,13,27,5,13,14,12,18,19,20,31,29,40,33,24,55,45,52,6,19,7,5,40,17,58,28,10,13
4328,20,193.04,78.0,104,70,1,3,2,6,24,20,54,44,22,27,26,23,30,39,56,55,41,47,38,35,69,54,79,24,54,48,32,28,34,44,58,59,59
6158,17,170.18,62.1,390,70,1,3,2,3,54,49,32,50,46,59,50,44,45,60,72,74,66,45,71,45,44,56,41,48,30,26,51,48,42,54,33,28,27
17060,24,193.04,79.8,104,82,1,2,2,3,32,37,77,71,32,42,40,31,63,53,64,72,51,76,41,50,70,68,80,30,76,74,32,51,47,72,76,80,76
3023,31,182.88,78.9,374,64,1,4,2,6,55,48,54,67,51,61,59,58,61,68,62,49,66,66,57,60,65,77,74,66,74,62,61,59,58,73,65,65,63
13927,29,170.18,64.9,348,70,1,4,3,9,72,43,52,63,60,65,73,70,66,66,82,77,80,66,81,76,77,77,68,68,89,66,58,60,66,64,63,68,69
15560,29,182.88,79.8,823,72,1,4,3,6,53,77,65,74,64,65,45,32,57,65,70,72,62,67,62,69,54,67,75,69,47,18,77,68,51,69,39,25,27
10968,21,170.18,73.0,149,76,1,3,2,6,52,33,57,72,33,61,34,60,70,61,69,69,72,61,75,55,56,69,62,61,53,71,28,53,38,49,58,66,63
17505,29,170.18,73.9,149,79,2,3,3,9,67,65,32,82,34,74,46,48,77,79,74,75,76,76,89,63,77,88,69,54,89,78,64,74,42,83,75,75,76
12701,26,187.96,88.0,742,69,1,3,3,6,67,67,57,62,66,73,69,56,54,72,66,72,73,60,51,70,55,55,71,68,61,46,71,67,67,70,40,32,43
1836,25,172.72,63.0,149,72,1,2,2,6,53,37,61,67,32,60,68,64,58,68,65,67,72,68,76,53,70,82,67,46,73,71,54,62,50,67,64,67,64
7191,29,152.4,73.0,104,60,1,4,2,3,55,36,59,57,38,51,44,41,55,49,75,68,74,57,75,53,65,83,74,39,49,59,42,49,39,57,45,66,61
9091,22,182.88,73.0,823,69,1,3,3,6,40,68,55,51,55,66,47,40,35,67,68,69,68,56,67,61,71,56,59,63,28,19,63,41,69,52,31,17,11
9994,26,182.88,71.2,229,66,1,2,3,9,59,60,53,65,58,64,64,62,63,66,69,68,85,59,77,63,67,73,65,64,58,53,62,61,65,63,60,56,50
13632,27,187.96,78.9,327,72,1,2,1,6,11,8,14,21,7,7,11,11,21,19,29,22,37,68,32,24,40,20,59,5,28,7,4,36,17,38,5,14,13
420,31,193.04,89.8,823,76,2,3,3,6,49,80,84,72,68,69,58,42,48,75,45,46,63,76,59,82,64,65,87,64,74,41,78,65,76,75,31,41,13
13638,22,152.4,69.9,615,78,1,3,3,6,67,29,53,63,47,67,55,36,54,66,73,68,68,64,69,45,64,69,54,45,63,65,63,48,43,64,69,72,74
284,28,152.4,73.0,835,77,1,3,4,6,75,76,66,73,77,78,82,71,63,78,78,81,73,77,68,83,64,70,69,80,59,24,79,73,77,80,25,33,23
6954,20,187.96,79.8,327,65,1,3,1,6,13,5,12,14,6,8,12,10,15,14,27,38,35,49,38,16,45,20,38,8,16,5,5,15,10,12,8,11,13
10280,20,167.64,64.9,227,76,1,2,3,6,57,45,28,69,46,64,57,40,67,68,68,68,82,62,91,51,61,78,44,36,68,61,52,63,49,66,59,58,62
14149,26,154.94,74.8,330,72,1,2,2,6,68,40,67,65,35,66,39,32,57,62,68,74,61,66,61,44,83,73,75,48,71,72,49,46,47,60,66,69,69
2813,23,154.94,68.0,126,73,1,2,2,3,61,29,55,61,31,59,49,27,49,58,76,67,78,65,76,36,75,70,65,31,70,62,49,48,36,60,64,65,64
379,34,193.04,92.1,823,76,3,3,3,6,44,79,90,73,81,67,57,40,49,80,29,32,33,80,30,79,55,34,86,64,71,25,84,70,70,82,34,25,15
11050,26,154.94,73.0,140,71,1,2,2,6,60,31,47,65,42,61,55,60,61,63,64,60,66,60,66,68,61,76,66,66,73,65,40,63,63,61,60,67,64
15008,35,175.26,72.1,572,71,1,3,3,6,76,53,53,71,51,68,69,56,64,71,68,68,69,69,73,72,66,62,63,66,77,73,59,59,58,67,76,73,66
5923,22,167.64,72.1,348,64,1,3,2,9,48,26,41,34,25,54,48,33,33,49,73,75,62,55,70,26,61,66,58,25,48,48,55,36,33,44,55,56,58
1010,26,154.94,76.2,140,77,1,3,3,6,63,58,56,75,55,64,59,54,70,70,70,73,74,74,68,78,69,80,73,74,70,71,63,57,44,64,69,68,63
14495,34,152.4,77.1,104,70,1,3,2,6,56,35,68,63,51,49,41,48,50,59,64,64,63,63,56,55,81,61,75,34,69,69,38,55,53,68,68,72,71
7704,29,154.94,78.9,328,61,1,2,2,6,50,26,48,59,21,51,41,28,56,49,67,55,56,61,64,43,66,70,71,34,49,60,54,49,67,55,61,64,68
17943,27,175.26,68.0,496,92,5,5,5,5,83,87,62,84,84,96,88,87,80,95,94,90,96,94,84,80,61,81,49,82,56,36,89,88,81,94,27,24,33
7821,23,154.94,74.8,272,72,1,3,2,6,53,57,55,60,48,60,42,43,59,60,66,67,64,60,65,54,60,75,60,56,36,56,54,63,54,48,54,55,51
11640,32,182.88,74.8,104,67,1,3,2,3,49,30,69,58,47,45,39,27,55,52,58,54,60,65,67,62,77,67,66,43,65,66,37,50,41,67,70,69,66
2701,28,185.42,77.1,778,65,1,4,3,3,58,62,50,58,62,65,56,29,34,63,94,94,71,60,61,64,68,52,57,51,42,36,63,56,56,57,24,16,18
4393,19,190.5,79.8,327,70,1,3,1,6,14,5,13,22,9,11,10,14,27,14,25,33,39,38,29,26,36,21,63,7,18,8,5,54,17,26,8,13,12
16075,24,190.5,74.8,104,77,1,3,2,3,44,26,76,65,27,65,27,25,70,70,67,69,61,64,66,37,76,67,75,32,69,77,26,44,24,73,69,72,68
4721,19,193.04,78.9,823,68,1,3,2,6,22,55,59,47,42,48,28,30,30,48,45,47,50,44,44,53,64,60,69,39,56,21,55,48,58,50,22,23,23
10416,24,182.88,81.2,483,69,1,3,2,6,64,61,62,64,67,62,58,51,54,64,79,82,66,58,66,71,76,69,74,53,67,28,62,55,59,58,28,27,17
3571,23,152.4,66.2,780,70,1,3,3,3,58,57,44,60,54,66,52,45,55,64,81,81,71,50,67,64,49,76,66,43,47,40,56,47,59,56,35,46,40
15428,34,187.96,78.9,104,72,1,3,2,3,18,14,70,55,26,45,12,25,47,58,52,52,56,70,54,40,84,53,89,29,67,76,21,28,18,71,65,72,70
5170,19,175.26,69.9,0,68,1,2,2,3,46,43,39,51,36,55,43,38,45,52,72,68,70,48,58,43,54,53,53,38,36,29,42,48,43,44,23,26,30
16494,27,175.26,68.9,675,75,1,4,3,3,71,66,55,73,37,74,75,74,68,73,89,90,87,73,77,65,87,78,74,63,71,62,68,75,58,72,53,54,62
10001,26,175.26,73.9,876,67,1,3,3,6,72,65,56,65,45,66,43,34,54,63,82,82,83,54,70,65,66,71,57,67,61,11,59,58,59,52,45,38,39
6015,24,152.4,74.8,574,63,1,3,2,6,42,27,59,50,29,38,35,26,47,54,69,67,67,57,61,35,73,55,70,26,55,53,41,46,24,54,48,60,57
7087,25,185.42,79.8,327,66,1,2,1,6,13,10,20,35,12,15,11,10,32,24,64,62,64,56,68,38,72,41,62,12,15,15,13,25,38,39,12,11,13
16690,36,193.04,87.1,327,75,1,2,1,6,19,17,11,28,11,18,13,12,18,22,52,55,25,75,30,24,70,40,72,11,32,23,17,30,35,56,17,13,13
14563,37,152.4,74.8,823,71,2,2,3,6,50,74,75,63,73,70,63,64,45,71,58,62,77,68,84,71,84,65,72,57,68,15,75,53,79,67,49,14,15
9022,23,190.5,82.1,327,71,1,2,1,6,13,8,12,24,8,12,10,10,20,13,16,27,25,49,27,18,38,20,66,8,26,9,7,41,11,35,11,13,10
16290,32,187.96,84.8,104,74,1,2,2,6,39,53,81,66,62,56,39,52,59,61,54,41,35,71,36,64,32,63,87,41,70,74,53,41,51,69,71,79,72
5358,27,154.94,81.2,572,54,1,3,2,6,44,22,39,38,28,49,34,29,27,44,62,59,57,54,61,20,60,64,65,29,49,50,48,35,30,38,46,53,59
17237,30,152.4,73.9,330,77,2,4,3,6,76,57,58,74,44,74,65,55,69,76,79,77,75,76,73,76,73,80,71,54,76,79,66,67,49,74,78,76,77
16267,32,175.26,79.8,572,74,2,3,3,6,65,27,70,64,50,64,44,32,59,68,63,54,63,82,78,37,77,70,68,54,80,79,58,63,54,70,81,79,78
13115,30,195.58,87.1,823,68,1,3,3,3,45,66,70,64,58,66,43,44,55,66,69,71,64,65,55,68,68,63,83,62,59,16,67,64,67,69,27,19,15
12511,28,154.94,74.8,433,68,1,3,3,3,60,58,49,63,55,67,62,56,64,68,81,80,79,59,66,65,60,74,63,44,53,44,65,65,64,68,40,40,47
9506,33,170.18,64.0,247,64,1,3,2,9,57,51,45,65,51,59,52,51,65,62,69,68,74,67,67,59,60,74,70,59,69,58,58,60,45,61,61,58,60
14660,36,154.94,69.9,104,71,1,3,2,6,41,44,73,72,30,40,49,21,61,51,34,35,43,70,60,40,68,33,71,19,69,71,39,59,31,57,79,74,64
2935,22,182.88,72.1,140,75,1,3,2,3,46,49,56,71,42,62,34,32,65,71,66,64,65,59,65,56,71,65,45,54,56,65,47,50,39,63,66,67,63
3445,24,175.26,59.0,644,68,1,3,2,3,65,53,55,54,60,64,68,60,51,57,74,92,70,65,74,67,54,72,54,64,42,24,51,51,60,52,34,25,21
16215,31,182.88,78.0,823,74,1,3,3,6,62,77,72,65,72,67,66,60,46,69,75,75,73,69,65,73,50,70,72,64,55,22,80,56,70,70,29,27,24
11712,32,182.88,73.0,149,67,1,3,2,6,32,49,49,70,59,60,31,41,67,65,67,70,65,59,61,61,71,75,69,61,71,67,53,56,47,70,61,66,59
2351,23,187.96,83.9,711,75,1,3,2,6,69,50,66,68,35,66,31,34,65,68,68,67,61,58,50,42,74,75,82,38,70,64,63,66,47,62,62,70,73
4344,21,185.42,73.9,104,67,1,2,2,6,27,21,52,54,28,29,26,28,25,56,65,62,50,52,58,37,63,60,59,18,50,57,26,29,31,47,59,56,57
5748,19,187.96,74.8,327,70,1,2,1,3,14,6,11,28,9,7,13,11,22,17,24,16,28,55,32,19,48,19,51,5,25,13,8,21,18,41,9,10,10
15712,31,182.88,78.9,104,73,1,2,2,6,71,49,73,64,26,56,43,27,55,60,55,63,59,67,62,37,82,64,78,31,76,68,19,55,40,65,71,74,74
12729,28,175.26,64.0,467,68,1,3,3,6,66,58,39,64,39,72,61,42,63,68,80,79,78,60,77,54,70,62,40,45,51,49,64,60,52,60,49,51,49
9933,25,154.94,73.0,867,67,1,4,3,9,57,60,57,58,59,66,44,38,43,64,84,85,76,61,71,66,78,56,73,56,80,54,53,46,55,63,45,51,49
3769,21,170.18,68.9,0,69,1,3,2,3,46,47,42,66,42,54,50,63,62,57,69,67,84,49,85,54,45,42,55,49,40,39,62,64,49,60,58,56,45
11378,19,170.18,67.1,328,75,1,2,3,6,64,25,50,65,25,67,36,27,59,65,69,72,58,63,85,36,67,65,56,30,68,64,52,58,37,59,64,67,64
12681,21,152.4,78.9,328,76,1,2,3,9,57,28,50,63,30,64,63,31,55,64,86,87,71,64,72,56,84,82,76,33,77,63,53,51,48,61,62,65,63
1720,27,152.4,71.2,227,69,1,3,3,6,68,59,58,71,55,65,45,56,69,70,72,66,80,68,70,71,70,77,66,67,66,66,62,68,63,73,56,62,59
9384,28,152.4,68.9,227,64,1,3,2,3,52,60,56,67,46,63,47,64,63,57,57,79,76,57,79,59,77,74,58,56,54,65,67,67,57,54,57,44,46
3468,25,152.4,73.9,265,68,1,3,3,3,59,59,42,65,41,64,54,40,57,63,68,69,67,57,70,70,55,87,61,64,59,57,59,61,49,61,45,55,48
8603,24,182.88,79.8,104,72,1,3,2,6,33,30,67,62,30,31,34,31,56,60,44,50,30,49,56,49,62,43,69,28,51,64,28,36,43,58,50,70,71
9704,20,152.4,77.1,327,79,1,2,1,6,10,6,13,18,5,8,10,12,28,19,30,23,24,51,48,19,63,21,53,8,25,11,7,36,12,47,8,14,10
3213,28,175.26,73.0,327,66,1,3,1,6,14,12,13,40,13,15,17,12,35,20,32,48,43,60,63,55,57,35,63,16,11,15,13,34,16,51,15,11,12
14013,22,172.72,59.9,644,77,1,3,3,3,67,67,44,70,69,74,73,66,64,74,76,75,88,64,83,70,69,69,54,67,68,30,63,62,61,66,30,42,43
15120,26,167.64,72.1,597,74,1,4,3,9,60,22,53,63,23,66,21,31,62,64,90,83,90,68,91,54,92,83,64,28,81,68,58,59,34,64,70,72,73
221,24,170.18,64.0,247,84,1,4,4,6,68,59,45,84,43,77,68,55,76,82,70,66,78,74,84,62,82,86,59,65,57,74,67,76,56,74,69,74,68
7724,19,175.26,74.8,823,79,1,3,2,3,35,64,47,57,58,67,51,36,49,59,68,65,79,53,73,62,58,65,68,60,28,12,56,55,65,58,17,18,18
17758,27,185.42,78.0,327,85,2,3,1,6,13,11,10,17,10,11,20,19,21,23,44,40,36,78,25,18,62,34,55,10,23,24,10,41,20,63,17,11,12
15993,24,187.96,83.0,327,80,1,3,1,6,15,14,15,35,18,21,20,17,24,25,48,42,52,67,53,22,62,35,63,12,17,20,9,42,22,36,15,19,20
6434,21,175.26,74.8,824,68,1,4,2,9,47,57,51,53,34,54,35,34,40,54,77,75,78,50,74,51,72,36,75,43,43,18,59,41,54,52,39,21,19
10124,24,187.96,86.2,549,70,1,2,3,6,58,65,48,58,53,69,55,48,50,66,84,87,60,55,55,73,64,60,76,57,44,28,58,51,64,63,24,35,36
15851,35,190.5,88.9,120,73,2,3,2,6,59,50,73,61,63,56,57,58,59,66,54,65,49,73,34,77,63,78,90,62,91,68,62,55,63,81,72,64,67
